term_str,weight
hope,-2.0
hopefully,4.0
hops,-1.0
horse,-1.0
horseradish,-1.0
horsey,-2.0
host,0.0
hot,-7.0
hotter,0.0
hottest,0.0
hour,0.0
hours,4.0
house,1.0
houses,0.0
housing,0.0
hover,1.0
hovering,0.0
hovers,8.0
howell,-1.0
however,2.0
huckleberry,2.0
hudson,-1.0
hue,2.0
hued,-1.0
huge,2.0
hugely,6.0
hull,0.0
hummingbird,0.0
hums,0.0
humus,1.0
hung,0.0
hungarian,-1.0
hungary,4.0
hunter,0.0
hunting,3.0
hurt,-1.0
husband,0.0
hybrid,-1.0
hyde,1.0
hyland,0.0
hyper,-1.0
hyperextended,1.0
hypnotic,1.0
ice,-1.0
iced,-1.0
icewine,1.0
icon,0.0
iconic,1.0
idaho,0.0
idea,0.0
ideal,1.0
ideally,2.0
identical,0.0
identify,-1.0
identity,0.0
ignore,0.0
iii,1.0
ill,-3.0
illuminate,0.0
illuminated,0.0
illuminates,1.0
illuminating,0.0
illustrates,-1.0
illustration,-1.0
imaginable,0.0
imagination,0.0
imagine,0.0
imbalance,-1.0
imbue,1.0
imbued,1.0
immaculate,1.0
immaculately,1.0
immature,-1.0
immaturity,1.0
immediate,1.0
immediately,4.0
immense,1.0
immensely,5.0
impact,5.0
impacted,-2.0
impactful,-1.0
impacts,1.0
impart,3.0
imparted,0.0
imparting,1.0
imparts,-1.0
impeccable,1.0
impeccably,1.0
impenetrable,1.0
implies,-1.0
import,0.0
importance,0.0
important,4.0
imported,0.0
importers,0.0
imports,0.0
imposing,0.0
imposingly,0.0
impossible,-1.0
impossibly,0.0
impress,1.0
impressed,1.0
impresses,5.0
impression,7.0
impressions,0.0
impressive,13.0
impressively,7.0
imprint,2.0
imprinted,-1.0
improve,1.0
improved,0.0
improvement,-4.0
improves,0.0
improving,0.0
inaugural,1.0
inc,0.0
incarnation,0.0
incense,0.0
incisive,0.0
include,-2.0
included,2.0
includes,2.0
including,0.0
inclusion,1.0
incomplete,0.0
incongruent,0.0
incongruous,0.0
incorporates,5.0
incorporating,0.0
increase,1.0
increasing,2.0
increasingly,0.0
incredible,3.0
incredibly,5.0
indeed,2.0
indefinable,1.0
indefinitely,0.0
indelible,0.0
indian,2.0
indicate,3.0
indicates,0.0
indicating,1.0
indication,0.0
indications,0.0
indicative,0.0
indicator,0.0
indicators,0.0
indigenous,-2.0
indistinct,0.0
indistinguishable,0.0
individual,2.0
individuality,0.0
inducing,0.0
indulge,0.0
industrial,0.0
ineffable,2.0
inelegant,0.0
inert,0.0
inevitably,0.0
inexpensive,-3.0
infancy,0.0
infiltrate,0.0
infinite,1.0
inflected,1.0
inflections,0.0
influence,4.0
influenced,0.0
influences,1.0
inform,0.0
informal,-1.0
informed,0.0
infuse,0.0
infused,2.0
infusion,0.0
inglewood,0.0
ingredients,1.0
inherent,-1.0
initial,3.0
initially,7.0
initials,0.0
ink,0.0
inky,3.0
inland,0.0
inner,0.0
innocuous,0.0
inoffensive,0.0
insanely,0.0
inside,0.0
insignia,0.0
insipid,0.0
insistent,0.0
insolia,0.0
inspection,0.0
inspiration,0.0
inspire,0.0
inspired,2.0
instant,0.0
instantly,1.0
instead,2.0
insubstantial,0.0
intact,0.0
integral,1.0
integrate,0.0
integrated,7.0
integrates,1.0
integrating,1.0
integration,2.0
integrity,-2.0
intellectual,-1.0
intellectually,0.0
intended,0.0
intense,4.0
intensely,7.0
intensified,0.0
intensifies,0.0
intensify,0.0
intensity,6.0
intent,0.0
intention,0.0
intentions,0.0
interest,2.0
interested,-1.0
interesting,-4.0
interestingly,-2.0
interfere,0.0
interferes,0.0
interior,1.0
intermingle,0.0
international,3.0
interplay,1.0
interpretation,4.0
interpreted,-6.0
interspersed,3.0
intertwine,0.0
interwoven,1.0
intoxicating,3.0
intoxicatingly,1.0
intricate,4.0
intricately,0.0
intrigue,2.0
intrigues,1.0
intriguing,6.0
intriguingly,2.0
introduce,3.0
introduced,0.0
introduces,1.0
introducing,1.0
introduction,-3.0
introductory,0.0
intrudes,0.0
intrusive,0.0
investment,0.0
invigorated,2.0
invigorating,1.0
invisible,0.0
invitation,0.0
invite,2.0
invites,2.0
inviting,7.0
invitingly,1.0
inzolia,0.0
iodine,1.0
iowa,0.0
iris,0.0
iron,6.0
irregular,0.0
irresistable,0.0
irresistably,0.0
irresistible,5.0
irresistibly,0.0
ish,2.0
island,2.0
issue,0.0
issues,-1.0
italian,-3.0
italy,-3.0
itõs,0.0
ivy,2.0
jaboulet,1.0
jack,0.0
jacked,0.0
jacket,0.0
jackhammer,0.0
jackson,1.0
jacques,0.0
jacquesson,0.0
jadot,0.0
jaen,0.0
jagged,-4.0
jalapeño,-1.0
jam,-2.0
james,0.0
jamminess,1.0
jammy,0.0
janssens,0.0
january,1.0
januik,0.0
jarring,-4.0
jarvis,0.0
jasmine,8.0
jaw,0.0
jean,-2.0
jeff,0.0
jell,0.0
jellied,-2.0
jelly,4.0
jenkins,0.0
jensen,0.0
jeremy,0.0
jerky,2.0
jersey,-1.0
jesse,0.0
jet,0.0
jewels,0.0
jicama,0.0
jim,2.0
job,1.0
joe,0.0
joey,3.0
john,2.0
join,-1.0
joined,0.0
joins,2.0
joint,0.0
jolly,0.0
jolt,2.0
jolts,1.0
jon,0.0
jordan,0.0
jorge,0.0
josef,0.0
joseph,2.0
josh,1.0
journey,1.0
jouët,0.0
joy,3.0
joyful,3.0
joyous,1.0
joyously,0.0
judge,0.0
judged,3.0
judging,0.0
judicious,5.0
juice,0.0
juices,0.0
juicier,1.0
juicily,0.0
juiciness,-3.0
juicy,7.0
julien,3.0
jumble,-2.0
jumbled,2.0
jumilla,1.0
jump,1.0
jumps,2.0
jumpy,-1.0
juniper,1.0
jura,0.0
jurançon,0.0
jus,0.0
justice,0.0
justified,0.0
justifies,0.0
justify,0.0
justin,0.0
juvenile,3.0
juxtapose,2.0
juxtaposed,0.0
juxtaposes,1.0
juxtaposition,0.0
kabinett,4.0
kaffir,1.0
kalamata,5.0
kalon,0.0
kanzler,0.0
katz,0.0
keen,0.0
keep,-1.0
keeper,0.0
keeping,2.0
keeps,4.0
keller,0.0
ken,1.0
kenneth,1.0
kent,0.0
kept,3.0
kernel,0.0
ketchup,0.0
kevin,0.0
key,3.0
kick,5.0
kicking,-1.0
kicks,2.0
kill,1.0
killer,0.0
kilter,0.0
kind,2.0
kinds,0.0
king,0.0
kiona,0.0
kirsch,4.0
kiss,5.0
kissed,4.0
kitchen,0.0
kite,1.0
kiwi,4.0
klapper,1.0
klipsun,2.0
knee,0.0
knew,0.0
knife,1.0
knights,1.0
knit,-2.0
knock,0.0
knocking,0.0
knockout,4.0
knoll,-1.0
know,-2.0
known,-5.0
knows,0.0
kola,1.0
kool,0.0
kosher,-6.0
krug,0.0
kudos,3.0
kumeu,3.0
kumquat,3.0
kumquats,1.0
kynsi,-1.0
label,1.0
labeled,3.0
labeling,0.0
labels,0.0
laced,2.0
lack,-6.0
lacking,-4.0
lacks,-14.0
lacquer,0.0
lactic,-2.0
lacy,1.0
laden,-2.0
lady,0.0
laetitia,1.0
lafite,1.0
lafond,0.0
lagares,0.0
lagars,0.0
lagrézette,0.0
lags,-1.0
laguna,0.0
laid,-2.0
lake,1.0
laker,0.0
lakes,0.0
lamb,-5.0
lambrusco,-1.0
land,0.0
landmark,0.0
lands,0.0
landscape,-5.0
lane,0.0
langhe,1.0
lanolin,0.0
lanson,0.0
lardière,0.0
large,-2.0
largely,0.0
larger,2.0
largest,3.0
larner,0.0
laroche,0.0
larry,0.0
las,0.0
lasagna,0.0
laser,2.0
last,2.0
lasting,4.0
lasts,5.0
latch,0.0
late,0.0
lately,0.0
later,1.0
latest,2.0
latex,-2.0
lato,1.0
latour,0.0
latter,-2.0
launch,1.0
laurel,0.0
laurent,1.0
lava,0.0
lavender,10.0
lavish,4.0
lavished,-1.0
lavishes,2.0
lavishly,0.0
law,2.0
lawrence,0.0
lax,-6.0
lay,2.0
layer,1.0
layered,5.0
layering,1.0
layers,6.0
laying,0.0
layon,0.0
lays,0.0
lazy,0.0
lead,0.0
leader,0.0
leading,-1.0
leads,2.0
leaf,1.0
leafiness,0.0
leafy,-5.0
league,0.0
lean,-10.0
leaner,0.0
leaning,-3.0
leanness,0.0
leans,0.0
leap,0.0
leaps,1.0
least,8.0
leather,1.0
leathery,-3.0
leave,0.0
leavened,2.0
leaves,-1.0
leaving,-1.0
lebanese,0.0
lebanon,0.0
led,2.0
lee,3.0
lees,2.0
leesy,6.0
leeuwin,0.0
leflaive,0.0
left,-6.0
leftover,1.0
leftovers,0.0
legacy,0.0
legend,0.0
legendary,1.0
legs,1.0
lemberger,-1.0
lemon,4.0
lemonade,-1.0
lemondrop,1.0
lemongrass,4.0
lemons,-6.0
lemony,-1.0
lend,-7.0
lending,3.0
lends,2.0
length,10.0
lengthens,0.0
lengthy,8.0
leonetti,1.0
les,2.0
less,0.0
lesser,0.0
lesson,0.0
let,4.0
lets,2.0
lett,0.0
letting,0.0
lettuce,0.0
level,5.0
leveled,1.0
levels,3.0
lewis,1.0
lezirias,0.0
liberally,0.0
library,0.0
lick,4.0
licking,0.0
licorice,7.0
lie,3.0
lies,-2.0
life,1.0
lifeless,0.0
lifesaver,-4.0
lifesavers,0.0
lifespan,-1.0
lift,5.0
lifted,4.0
lifting,1.0
lifts,3.0
light,-3.0
lightened,0.0
lightens,0.0
lighter,2.0
lightest,-2.0
lightly,-3.0
lightness,4.0
lightning,1.0
lightweight,-9.0
likable,0.0
like,-1.0
likeable,1.0
liked,0.0
likely,3.0
likes,0.0
likewise,0.0
liking,0.0
lilac,3.0
lilacs,2.0
lilies,0.0
lilt,0.0
lilting,2.0
lily,-3.0
lime,1.0
limeade,0.0
limes,3.0
limestone,-1.0
limit,-1.0
limited,1.0
limits,0.0
limned,0.0
limpid,0.0
lindquist,0.0
line,6.0
lineage,0.0
linear,4.0
linearity,0.0
lined,0.0
lines,1.0
lineup,-2.0
linger,8.0
lingering,6.0
lingers,5.0
lining,3.0
link,0.0
linked,0.0
lip,6.0
liqueur,3.0
liquid,4.0
liquorous,0.0
lisbon,0.0
list,3.0
listed,2.0
lists,-2.0
lit,1.0
liter,0.0
literally,0.0
lithe,3.0
little,-1.0
live,-1.0
lived,0.0
liveliness,1.0
lively,5.0
liven,-1.0
livened,0.0
livens,4.0
livermore,0.0
lives,0.0
living,-1.0
llc,0.0
loach,2.0
load,0.0
loaded,6.0
loads,5.0
loam,5.0
loamy,0.0
lobster,2.0
local,-4.0
located,0.0
location,0.0
lock,0.0
lockdown,1.0
locked,2.0
lodi,-2.0
lodoletta,1.0
lodovico,0.0
loess,0.0
lofty,4.0
loganberry,0.0
loire,-1.0
lollipop,0.0
long,13.0
longer,4.0
longest,2.0
longevity,0.0
longoria,1.0
longstanding,1.0
longterm,0.0
longtime,2.0
look,1.0
looking,-5.0
looks,-1.0
loose,-1.0
loosen,3.0
lorenzo,0.0
loring,1.0
los,0.0
lose,1.0
loses,0.0
losing,0.0
lost,-3.0
lot,-4.0
lots,-1.0
loud,-4.0
loudest,1.0
loudly,0.0
louis,0.0
loureiro,0.0
lovable,1.0
lovage,0.0
love,4.0
loved,0.0
lovely,8.0
lover,2.0
lovers,3.0
loves,0.0
loving,0.0
low,-3.0
lower,-1.0
lowers,0.0
lozenge,-1.0
ltd,1.0
luc,0.0
luca,4.0
lucas,0.0
lucia,0.0
lucky,0.0
luigi,0.0
luis,1.0
luminosity,0.0
luminous,3.0
lunch,-1.0
lunches,0.0
lurk,-2.0
lurking,0.0
lurks,0.0
lurton,6.0
luscious,6.0
lusciously,4.0
lusciousness,0.0
lush,5.0
lushly,6.0
lushness,5.0
luster,0.0
lusty,4.0
luxe,1.0
luxurious,3.0
luxuriously,2.0
luxury,0.0
lychee,-3.0
lychees,2.0
lying,0.0
lynch,0.0
lynmar,0.0
lyre,0.0
léognan,0.0
léoville,1.0
macabeo,0.0
macadamia,3.0
macaroon,-1.0
mace,3.0
macerated,-2.0
maceration,0.0
machine,0.0
macphail,1.0
made,-1.0
madeira,2.0
maderized,-1.0
madiran,1.0
madre,1.0
magdelaine,0.0
magenta,-1.0
magic,3.0
magical,2.0
magically,0.0
magnetic,1.0
magnificent,5.0
magnificently,0.0
magnum,0.0
magnums,0.0
mahogany,1.0
main,-1.0
mainly,0.0
mainstream,0.0
maintain,0.0
maintaining,0.0
maintains,5.0
maipo,-3.0
maison,0.0
majestic,1.0
majestically,0.0
majesty,0.0
majeure,0.0
major,2.0
majority,1.0
majors,1.0
make,-3.0
makes,4.0
making,5.0
malbec,0.0
malbecs,1.0
malibu,0.0
malic,0.0
maligned,0.0
malleable,-1.0
malolactic,0.0
malt,0.0
malty,0.0
malvasia,-1.0
man,3.0
manage,0.0
manageable,1.0
managed,0.0
management,0.0
manager,-2.0
manages,1.0
managing,0.0
mancha,0.0
mandarin,10.0
mandatory,0.0
mango,4.0
mangoes,0.0
mangos,0.0
manipulated,0.0
manner,4.0
mannered,0.0
manseng,0.0
mantone,0.0
manure,0.0
many,6.0
map,0.0
maple,5.0
mar,-1.0
marasca,0.0
maraschino,0.0
marble,0.0
marc,0.0
march,0.0
marche,0.0
marco,1.0
marcona,1.0
maremma,1.0
maresh,0.0
margaret,1.0
margaux,3.0
margerum,2.0
marginal,-1.0
marginally,0.0
maria,0.0
marie,-2.0
marimar,0.0
marin,-2.0
marinated,0.0
marionberry,0.0
maritime,0.0
marjoram,4.0
mark,2.0
marked,2.0
markers,0.0
market,0.0
marking,0.0
marks,2.0
marlborough,-1.0
marmalade,5.0
marne,1.0
marquee,0.0
marques,1.0
marquis,0.0
marred,-2.0
marriage,4.0
married,1.0
marries,1.0
marron,0.0
marry,-3.0
marrying,1.0
mars,0.0
marsanne,1.0
marshmallow,3.0
marshmallows,0.0
martell,0.0
martin,1.0
martinborough,0.0
martinelli,1.0
martini,0.0
marvel,0.0
marvelous,1.0
marvelously,0.0
marzipan,10.0
mascalese,0.0
masculine,-2.0
mash,0.0
mashed,0.0
mask,1.0
masked,2.0
masking,1.0
masks,-1.0
mass,1.0
masses,-1.0
masseto,0.0
massive,8.0
massively,1.0
master,1.0
mastered,0.0
masterful,0.0
masterfully,0.0
masterpiece,3.0
masters,1.0
mastery,2.0
match,3.0
matched,4.0
matches,3.0
matching,0.0
matchstick,0.0
mate,0.0
material,0.0
materials,-1.0
matrix,1.0
matt,0.0
matter,1.0
matters,0.0
matthias,1.0
matthiasson,1.0
maturation,0.0
mature,-1.0
matured,2.0
matures,0.0
maturing,4.0
maturity,11.0
maule,0.0
mauro,0.0
max,-2.0
maximum,4.0
may,-5.0
mayacamas,0.0
maybe,4.0
mazzocco,0.0
mcclellan,0.0
mclaren,0.0
mcminnville,0.0
meadow,0.0
meal,0.0
meals,-1.0
mealy,-2.0
mean,0.0
meander,0.0
meandering,1.0
meanders,0.0
meaning,1.0
means,7.0
meant,0.0
meanwhile,-1.0
measure,1.0
measured,2.0
measures,2.0
meat,6.0
meatballs,0.0
meatier,1.0
meatiness,3.0
meats,3.0
meaty,6.0
medicinal,-3.0
medicinality,0.0
medicine,-2.0
medieval,0.0
mediocre,0.0
meditation,0.0
mediterranean,3.0
medium,-6.0
medley,3.0
meek,1.0
meet,7.0
meeting,0.0
meets,2.0
melange,2.0
meld,0.0
melded,0.0
melding,2.0
melds,0.0
mellifluous,0.0
mellot,0.0
mellow,2.0
mellowed,2.0
mellowing,0.0
mellowness,2.0
mellows,2.0
melon,1.0
melons,-3.0
melony,-1.0
melt,0.0
melted,-3.0
melts,1.0
memorable,5.0
memorably,0.0
memories,0.0
memory,1.0
mencía,0.0
mendocino,0.0
mendoza,-1.0
menthol,5.0
mentholated,0.0
mention,1.0
mercurey,1.0
mere,4.0
merely,0.0
merest,1.0
merge,0.0
merged,1.0
merges,0.0
meringue,1.0
merit,0.0
meritage,0.0
merits,0.0
merlot,-4.0
merlots,0.0
merry,0.0
merryvale,0.0
mers,-2.0
merseguera,0.0
mesa,0.0
mesh,2.0
meshed,-1.0
meshing,0.0
mesmerizing,1.0
mesnil,0.0
mesquite,2.0
mess,0.0
met,1.0
metal,1.0
metallic,-1.0
meter,0.0
method,0.0
meticulous,0.0
meticulously,0.0
meunier,2.0
meuret,0.0
meursault,2.0
mexican,0.0
mexico,-9.0
meyer,5.0
meão,1.0
michael,0.0
michel,-1.0
michigan,-3.0
micro,0.0
mid,-1.0
middle,3.0
middleweight,-1.0
midland,0.0
midlevel,0.0
midpalate,0.0
midst,0.0
midterm,0.0
midway,0.0
midweek,0.0
might,3.0
mighty,1.0
miguel,0.0
mike,0.0
mild,-5.0
mildly,-4.0
mile,0.0
mileage,0.0
miles,1.0
milk,-2.0
milky,-1.0
mill,0.0
milled,0.0
miller,0.0
million,0.0
millions,0.0
milon,1.0
mimosas,-1.0
mind,-1.0
minded,2.0
mine,0.0
mineral,9.0
minerality,12.0
minerally,3.0
minerals,3.0
mingle,-4.0
mingles,1.0
mingling,-2.0
minimal,3.0
minimally,0.0
minimum,0.0
minor,-1.0
mint,1.0
mintiness,0.0
mints,0.0
minty,-4.0
minus,-2.0
minuscule,1.0
minute,0.0
minutes,1.0
mirabelle,2.0
mirabelles,0.0
mirrors,0.0
miserly,2.0
mishmash,0.0
misleading,2.0
miso,1.0
miss,3.0
missed,0.0
misses,-8.0
missing,1.0
mission,1.0
missouri,0.0
mist,0.0
mistake,1.0
mistaken,-1.0
mistaking,2.0
mists,0.0
mitigated,0.0
mix,2.0
mixed,0.0
mixer,-2.0
mixes,2.0
mixing,-2.0
mixture,4.0
mocha,4.0
mode,0.0
model,1.0
moderate,5.0
moderately,1.0
modern,4.0
modest,-2.0
modestly,0.0
modicum,-1.0
modulated,0.0
moist,7.0
molasses,5.0
mold,-2.0
molinara,0.0
moller,0.0
molten,0.0
moment,-3.0
moments,0.0
momentum,0.0
momtazi,0.0
monastery,0.0
monastrell,2.0
mondavi,0.0
money,1.0
monopole,0.0
monopoly,0.0
monotone,0.0
monotonous,0.0
monster,6.0
montagne,1.0
montalcino,0.0
monte,2.0
montefalco,-2.0
montepulciano,-2.0
monterey,4.0
montes,0.0
months,-7.0
montmorency,1.0
montrachet,2.0
montrose,1.0
monts,0.0
montsant,0.0
monument,0.0
monumental,2.0
monvigliero,0.0
moody,0.0
moon,0.0
mooney,0.0
moorman,0.0
moreish,6.0
moreishness,0.0
morel,1.0
morello,1.0
morey,1.0
morgan,0.0
morgon,0.0
morisoli,0.0
morning,0.0
mornington,0.0
morph,0.0
morphing,4.0
morra,-1.0
moscatel,1.0
moscato,-4.0
mosel,2.0
moss,-2.0
mossy,0.0
mostly,-7.0
mother,2.0
mouchão,0.0
moueix,0.0
mount,2.0
mountain,3.0
mountainous,1.0
mountains,3.0
mourvedre,-2.0
mourvèdre,4.0
mousse,4.0
mouth,-4.0
mouthcoating,0.0
mouthfeel,0.0
mouthfilling,3.0
mouthful,1.0
mouthfuls,1.0
mouthwatering,8.0
mouthwateringly,1.0
mouton,0.0
move,0.0
moved,2.0
movement,2.0
moves,3.0
movie,0.0
moving,-1.0
mozzarella,0.0
moët,0.0
much,-4.0
mucky,0.0
mud,0.0
muddle,-1.0
muddled,-5.0
muddy,0.0
muffled,0.0
mulberries,0.0
mulberry,4.0
mulch,0.0
mulchy,-2.0
mulled,3.0
multi,2.0
multidimensional,0.0
multifaceted,0.0
multigrape,0.0
multilayered,1.0
multiple,2.0
mumm,0.0
murky,-6.0
murmur,2.0
murphy,0.0
murray,4.0
muscadelle,0.0
muscadet,0.0
muscat,-6.0
muscle,0.0
muscular,4.0
muscularity,-1.0
mushroom,1.0
mushrooms,3.0
mushroomy,-1.0
mushu,0.0
mushy,-1.0
music,0.0
musigny,0.0
musk,0.0
muskat,-1.0
muskiness,0.0
musky,1.0
musque,2.0
mussel,0.0
must,0.0
mustard,-2.0
mustardy,0.0
musty,-1.0
mute,-1.0
muted,-5.0
myriad,0.0
myrrh,0.0
mysterious,1.0
mystery,2.0
mâcon,0.0
mélange,1.0
méthode,0.0
nacido,1.0
nacional,-4.0
nagy,0.0
nail,-2.0
nails,1.0
name,1.0
named,4.0
namely,-1.0
names,0.0
napa,5.0
narrow,0.0
national,0.0
native,4.0
natural,2.0
naturally,4.0
nature,-2.0
navarra,0.0
navarran,0.0
navarro,0.0
near,3.0
nearby,2.0
nearing,-2.0
nearly,-2.0
neat,0.0
neatly,2.0
nebbiolo,5.0
necessarily,0.0
necessary,-5.0
nectar,1.0
nectarine,5.0
nectarines,0.0
need,-2.0
needed,0.0
needing,0.0
needle,0.0
needles,0.0
needs,0.0
negative,0.0
negotiate,0.0
negotiating,0.0
negroamaro,-1.0
neighbor,2.0
neighborhood,0.0
neighbors,1.0
neither,0.0
neon,0.0
nera,-1.0
nerello,0.0
nero,-2.0
nerve,0.0
nervous,0.0
nervy,7.0
nests,0.0
net,0.0
nettle,-1.0
nettles,1.0
network,0.0
neutral,-3.0
never,5.0
nevertheless,2.0
new,4.0
newer,0.0
newest,0.0
newly,1.0
news,4.0
newton,0.0
next,6.0
nfl,-4.0
nibs,1.0
nice,-6.0
nicely,2.0
nick,0.0
nickel,0.0
night,2.0
nights,-1.0
nine,1.0
noble,3.0
nobody,0.0
nocera,0.0
nod,2.0
noir,-1.0
noirs,-1.0
noise,0.0
non,-1.0
nondescript,0.0
none,-1.0
nonetheless,1.0
nonspecific,0.0
nonvintage,2.0
nori,1.0
norm,1.0
normal,-1.0
normally,2.0
norman,0.0
north,-4.0
northeast,0.0
northern,2.0
northernmost,0.0
northridge,0.0
northstar,1.0
northwest,0.0
norton,-4.0
nose,-2.0
nostrils,0.0
notable,0.0
notably,0.0
notch,-2.0
note,0.0
noted,0.0
notes,-1.0
noteworthy,1.0
nothing,2.0
notice,1.0
noticeable,-4.0
noticeably,0.0
notion,0.0
notions,4.0
notorious,-1.0
notoriously,0.0
nougat,0.0
nouveau,-1.0
noval,0.0
nowhere,1.0
nuance,4.0
nuanced,6.0
nuances,5.0
nuits,2.0
number,2.0
numbers,0.0
numbing,0.0
numerous,-1.0
nut,4.0
nutella,0.0
nutmeg,5.0
nuts,-1.0
nuttiness,0.0
nutty,8.0
négociant,0.0
oak,-2.0
oaked,4.0
oakiness,0.0
oaking,2.0
oakville,2.0
oaky,-1.0
oatmeal,0.0
obispo,1.0
object,0.0
obscure,-1.0
obtuse,0.0
obvious,2.0
obviously,2.0
occasion,0.0
occasionally,0.0
occasions,-1.0
occidental,0.0
ocean,4.0
oceans,0.0
oceanview,0.0
octane,0.0
october,0.0
odd,-8.0
oddball,-1.0
oddly,-1.0
odds,1.0
ode,0.0
offbeat,-1.0
offend,0.0
offensive,-1.0
offer,-9.0
offered,1.0
offering,4.0
offerings,3.0
offers,2.0
official,1.0
officially,0.0
offputting,0.0
offset,1.0
offsets,2.0
often,3.0
oger,0.0
oil,0.0
oiliness,0.0
oils,0.0
oily,0.0
okay,0.0
olallieberries,0.0
olallieberry,2.0
old,1.0
older,1.0
oldest,2.0
olive,3.0
oliver,0.0
olives,3.0
olivet,0.0
olivier,0.0
olivos,1.0
ollallieberry,0.0
olsen,0.0
ominous,0.0
one,1.0
ones,1.0
ongoing,0.0
onion,0.0
onions,1.0
onto,-2.0
onward,0.0
oodles,1.0
oolong,0.0
oomph,0.0
oozes,3.0
oozing,1.0
opaque,0.0
open,4.0
opened,-1.0
opener,0.0
opening,-6.0
opens,7.0
opportunity,0.0
opposing,-1.0
opposite,2.0
opposites,0.0
optimal,0.0
option,0.0
opulence,10.0
opulent,10.0
opulently,1.0
orange,3.0
oranges,4.0
orangey,0.0
orchard,-3.0
order,-2.0
ordinary,2.0
oregano,4.0
oregon,1.0
organic,-4.0
organically,2.0
oriental,0.0
origin,1.0
original,1.0
originally,1.0
origins,1.0
ornellaia,0.0
oro,-1.0
others,1.0
otherwise,-3.0
otherworldly,1.0
ought,0.0
ounce,0.0
outdoor,-2.0
outer,0.0
outlast,0.0
outlier,0.0
outline,0.0
outpost,0.0
outrageous,0.0
outrageously,2.0
outright,1.0
outset,-1.0
outside,0.0
outsized,0.0
outstanding,6.0
outstandingly,1.0
oven,1.0
overall,-5.0
overbearing,-2.0
overblown,-5.0
overcome,-7.0
overdone,4.0
overextracted,1.0
overflowing,0.0
overflows,0.0
overlaid,0.0
overlay,-3.0
overlaying,0.0
overloaded,0.0
overlooking,0.0
overly,-12.0
overoaked,1.0
overpower,-2.0
overpowered,0.0
overpowering,1.0
overpowers,0.0
overpriced,0.0
override,0.0
overrides,-1.0
overriding,0.0
overripe,-4.0
overripeness,-1.0
overshadow,0.0
overshadowing,-1.0
overshadows,0.0
overt,0.0
overtake,3.0
overtaken,-1.0
overtly,0.0
overtone,0.0
overtones,2.0
overweight,-1.0
overwhelm,-4.0
overwhelmed,-2.0
overwhelming,-2.0
overwhelmingly,-2.0
overwhelms,2.0
overworked,0.0
overwrought,0.0
ovide,0.0
owes,0.0
owl,0.0
owned,1.0
owner,2.0
owners,3.0
ownership,0.0
owns,0.0
oxidation,-2.0
oxidative,3.0
oxide,0.0
oxidization,0.0
oxidized,-3.0
oxygen,0.0
oyster,0.0
oysters,0.0
pace,1.0
pacific,4.0
pack,0.0
package,1.0
packaged,-1.0
packaging,0.0
packed,9.0
packing,1.0
packs,4.0
padding,0.0
paderewski,0.0
paean,0.0
paid,0.0
painful,0.0
painfully,0.0
paint,1.0
painted,0.0
painting,0.0
paints,2.0
pair,-5.0
paired,-4.0
pairing,-4.0
pairings,0.0
pairs,2.0
palace,0.0
palatable,1.0
palate,0.0
palates,0.0
pale,-1.0
palengat,0.0
palest,0.0
palls,0.0
palmer,0.0
palms,0.0
palomino,0.0
palpable,2.0
pan,0.0
panache,1.0
panoply,0.0
pantheon,0.0
pantry,1.0
papaya,-5.0
papayas,1.0
pape,1.0
paper,0.0
papera,0.0
par,-2.0
paradigm,-1.0
parcel,4.0
parcels,5.0
park,1.0
parker,1.0
parsley,0.0
part,-2.0
partial,3.0
partially,0.0
particles,0.0
particular,1.0
particularly,-3.0
parties,-2.0
partly,1.0
partner,2.0
partnered,0.0
partners,3.0
partnership,0.0
parts,1.0
party,-1.0
paso,2.0
pass,-1.0
passable,0.0
passed,-1.0
passes,0.0
passing,-1.0
passion,1.0
passionfruit,0.0
passito,0.0
past,-2.0
pasta,-2.0
pastas,-1.0
paste,-1.0
pastries,0.0
pastry,0.0
pasty,-3.0
pat,0.0
patagonian,0.0
patch,-3.0
patented,1.0
path,0.0
patience,0.0
patient,0.0
patina,0.0
patio,0.0
paté,0.0
pauillac,0.0
paul,4.0
pavie,1.0
pay,1.0
pays,-5.0
pea,0.0
peach,2.0
peaches,4.0
peachy,-2.0
peak,5.0
peaks,0.0
peanut,-2.0
peanuts,-1.0
peanutty,-1.0
pear,6.0
pears,2.0
peas,0.0
peat,5.0
pebbles,0.0
pecan,0.0
pecans,0.0
pedace,0.0
pedestrian,0.0
pedigree,4.0
pedigreed,0.0
peek,0.0
peeking,0.0
peeks,1.0
peel,6.0
peeled,0.0
peels,4.0
peers,0.0
peg,0.0
peju,0.0
pekoe,0.0
pellegrini,0.0
peloursin,1.0
pencil,2.0
pencils,2.0
penedès,0.0
penetrate,1.0
penetrates,0.0
penetrating,9.0
penetratingly,0.0
penetration,0.0
penfolds,1.0
peninsula,0.0
penny,-1.0
pent,0.0
peony,1.0
people,0.0
pepper,1.0
peppercorn,5.0
peppercorns,6.0
peppered,2.0
pepperiness,0.0
peppermint,0.0
pepperoni,1.0
peppers,-1.0
peppery,6.0
peppy,0.0
per,0.0
percent,1.0
percentage,-2.0
percentages,0.0
perceptible,1.0
perception,-1.0
perched,0.0
perennial,-1.0
perennially,0.0
perfect,9.0
perfection,1.0
perfectly,4.0
performance,2.0
performing,0.0
