term_str,bing_positive,bing_negative,bing_sentiment
lecherous,0,1,-1
lechery,0,1,-1
led,1,0,1
leech,0,1,-1
leer,0,1,-1
leery,0,1,-1
left-leaning,0,1,-1
legendary,1,0,1
lemon,0,1,-1
lengthy,0,1,-1
less-developed,0,1,-1
lesser-known,0,1,-1
letch,0,1,-1
lethal,0,1,-1
lethargic,0,1,-1
lethargy,0,1,-1
leverage,1,0,1
levity,1,0,1
lewd,0,1,-1
lewdly,0,1,-1
lewdness,0,1,-1
liability,0,1,-1
liable,0,1,-1
liar,0,1,-1
liars,0,1,-1
liberate,1,0,1
liberation,1,0,1
liberty,1,0,1
licentious,0,1,-1
licentiously,0,1,-1
licentiousness,0,1,-1
lie,0,1,-1
lied,0,1,-1
lier,0,1,-1
lies,0,1,-1
life-threatening,0,1,-1
lifeless,0,1,-1
lifesaver,1,0,1
light-hearted,1,0,1
lighter,1,0,1
likable,1,0,1
like,1,0,1
liked,1,0,1
likes,1,0,1
liking,1,0,1
limit,0,1,-1
limitation,0,1,-1
limitations,0,1,-1
limited,0,1,-1
limits,0,1,-1
limp,0,1,-1
lionhearted,1,0,1
listless,0,1,-1
litigious,0,1,-1
little-known,0,1,-1
lively,1,0,1
livid,0,1,-1
lividly,0,1,-1
loath,0,1,-1
loathe,0,1,-1
loathing,0,1,-1
loathly,0,1,-1
loathsome,0,1,-1
loathsomely,0,1,-1
logical,1,0,1
lone,0,1,-1
loneliness,0,1,-1
lonely,0,1,-1
loner,0,1,-1
lonesome,0,1,-1
long-lasting,1,0,1
long-time,0,1,-1
long-winded,0,1,-1
longing,0,1,-1
longingly,0,1,-1
loophole,0,1,-1
loopholes,0,1,-1
loose,0,1,-1
loot,0,1,-1
lorn,0,1,-1
lose,0,1,-1
loser,0,1,-1
losers,0,1,-1
loses,0,1,-1
losing,0,1,-1
loss,0,1,-1
losses,0,1,-1
lost,0,1,-1
loud,0,1,-1
louder,0,1,-1
lousy,0,1,-1
lovable,1,0,1
lovably,1,0,1
love,1,0,1
loved,1,0,1
loveless,0,1,-1
loveliness,1,0,1
lovelorn,0,1,-1
lovely,1,0,1
lover,1,0,1
loves,1,0,1
loving,1,0,1
low-cost,1,0,1
low-price,1,0,1
low-priced,1,0,1
low-rated,0,1,-1
low-risk,1,0,1
lower-priced,1,0,1
lowly,0,1,-1
loyal,1,0,1
loyalty,1,0,1
lucid,1,0,1
lucidly,1,0,1
luck,1,0,1
luckier,1,0,1
luckiest,1,0,1
luckiness,1,0,1
lucky,1,0,1
lucrative,1,0,1
ludicrous,0,1,-1
ludicrously,0,1,-1
lugubrious,0,1,-1
lukewarm,0,1,-1
lull,0,1,-1
luminous,1,0,1
lumpy,0,1,-1
lunatic,0,1,-1
lunaticism,0,1,-1
lurch,0,1,-1
lure,0,1,-1
lurid,0,1,-1
lurk,0,1,-1
lurking,0,1,-1
lush,1,0,1
luster,1,0,1
lustrous,1,0,1
luxuriant,1,0,1
luxuriate,1,0,1
luxurious,1,0,1
luxuriously,1,0,1
luxury,1,0,1
lying,0,1,-1
lyrical,1,0,1
macabre,0,1,-1
mad,0,1,-1
madden,0,1,-1
maddening,0,1,-1
maddeningly,0,1,-1
madder,0,1,-1
madly,0,1,-1
madman,0,1,-1
madness,0,1,-1
magic,1,0,1
magical,1,0,1
magnanimous,1,0,1
magnanimously,1,0,1
magnificence,1,0,1
magnificent,1,0,1
magnificently,1,0,1
majestic,1,0,1
majesty,1,0,1
maladjusted,0,1,-1
maladjustment,0,1,-1
malady,0,1,-1
malaise,0,1,-1
malcontent,0,1,-1
malcontented,0,1,-1
maledict,0,1,-1
malevolence,0,1,-1
malevolent,0,1,-1
malevolently,0,1,-1
malice,0,1,-1
malicious,0,1,-1
maliciously,0,1,-1
maliciousness,0,1,-1
malign,0,1,-1
malignant,0,1,-1
malodorous,0,1,-1
maltreatment,0,1,-1
manageable,1,0,1
maneuverable,1,0,1
mangle,0,1,-1
mangled,0,1,-1
mangles,0,1,-1
mangling,0,1,-1
mania,0,1,-1
maniac,0,1,-1
maniacal,0,1,-1
manic,0,1,-1
manipulate,0,1,-1
manipulation,0,1,-1
manipulative,0,1,-1
manipulators,0,1,-1
mar,0,1,-1
marginal,0,1,-1
marginally,0,1,-1
martyrdom,0,1,-1
martyrdom-seeking,0,1,-1
marvel,1,0,1
marveled,1,0,1
marvelled,1,0,1
marvellous,1,0,1
marvelous,1,0,1
marvelously,1,0,1
marvelousness,1,0,1
marvels,1,0,1
mashed,0,1,-1
massacre,0,1,-1
massacres,0,1,-1
master,1,0,1
masterful,1,0,1
masterfully,1,0,1
masterpiece,1,0,1
masterpieces,1,0,1
masters,1,0,1
mastery,1,0,1
matchless,1,0,1
matte,0,1,-1
mature,1,0,1
maturely,1,0,1
maturity,1,0,1
mawkish,0,1,-1
mawkishly,0,1,-1
mawkishness,0,1,-1
meager,0,1,-1
meaningful,1,0,1
meaningless,0,1,-1
meanness,0,1,-1
measly,0,1,-1
meddle,0,1,-1
meddlesome,0,1,-1
mediocre,0,1,-1
mediocrity,0,1,-1
melancholy,0,1,-1
melodramatic,0,1,-1
melodramatically,0,1,-1
meltdown,0,1,-1
memorable,1,0,1
menace,0,1,-1
menacing,0,1,-1
menacingly,0,1,-1
mendacious,0,1,-1
mendacity,0,1,-1
menial,0,1,-1
merciful,1,0,1
mercifully,1,0,1
merciless,0,1,-1
mercilessly,0,1,-1
mercy,1,0,1
merit,1,0,1
meritorious,1,0,1
merrily,1,0,1
merriment,1,0,1
merriness,1,0,1
merry,1,0,1
mesmerize,1,0,1
mesmerized,1,0,1
mesmerizes,1,0,1
mesmerizing,1,0,1
mesmerizingly,1,0,1
mess,0,1,-1
messed,0,1,-1
messes,0,1,-1
messing,0,1,-1
messy,0,1,-1
meticulous,1,0,1
meticulously,1,0,1
midget,0,1,-1
miff,0,1,-1
mightily,1,0,1
mighty,1,0,1
militancy,0,1,-1
mind-blowing,1,0,1
mindless,0,1,-1
mindlessly,0,1,-1
miracle,1,0,1
miracles,1,0,1
miraculous,1,0,1
miraculously,1,0,1
miraculousness,1,0,1
mirage,0,1,-1
mire,0,1,-1
misalign,0,1,-1
misaligned,0,1,-1
misaligns,0,1,-1
misapprehend,0,1,-1
misbecome,0,1,-1
misbecoming,0,1,-1
misbegotten,0,1,-1
misbehave,0,1,-1
misbehavior,0,1,-1
miscalculate,0,1,-1
miscalculation,0,1,-1
miscellaneous,0,1,-1
mischief,0,1,-1
mischievous,0,1,-1
mischievously,0,1,-1
misconception,0,1,-1
misconceptions,0,1,-1
miscreant,0,1,-1
miscreants,0,1,-1
misdirection,0,1,-1
miser,0,1,-1
miserable,0,1,-1
miserableness,0,1,-1
miserably,0,1,-1
miseries,0,1,-1
miserly,0,1,-1
misery,0,1,-1
misfit,0,1,-1
misfortune,0,1,-1
misgiving,0,1,-1
misgivings,0,1,-1
misguidance,0,1,-1
misguide,0,1,-1
misguided,0,1,-1
mishandle,0,1,-1
mishap,0,1,-1
misinform,0,1,-1
misinformed,0,1,-1
misinterpret,0,1,-1
misjudge,0,1,-1
misjudgment,0,1,-1
mislead,0,1,-1
misleading,0,1,-1
misleadingly,0,1,-1
mislike,0,1,-1
mismanage,0,1,-1
mispronounce,0,1,-1
mispronounced,0,1,-1
mispronounces,0,1,-1
misread,0,1,-1
misreading,0,1,-1
misrepresent,0,1,-1
misrepresentation,0,1,-1
miss,0,1,-1
missed,0,1,-1
misses,0,1,-1
misstatement,0,1,-1
mist,0,1,-1
mistake,0,1,-1
mistaken,0,1,-1
mistakenly,0,1,-1
mistakes,0,1,-1
mistified,0,1,-1
mistress,0,1,-1
mistrust,0,1,-1
mistrustful,0,1,-1
mistrustfully,0,1,-1
mists,0,1,-1
misunderstand,0,1,-1
misunderstanding,0,1,-1
misunderstandings,0,1,-1
misunderstood,0,1,-1
misuse,0,1,-1
moan,0,1,-1
mobster,0,1,-1
mock,0,1,-1
mocked,0,1,-1
mockeries,0,1,-1
mockery,0,1,-1
mocking,0,1,-1
mockingly,0,1,-1
mocks,0,1,-1
modern,1,0,1
modest,1,0,1
modesty,1,0,1
molest,0,1,-1
molestation,0,1,-1
momentous,1,0,1
monotonous,0,1,-1
monotony,0,1,-1
monster,0,1,-1
monstrosities,0,1,-1
monstrosity,0,1,-1
monstrous,0,1,-1
monstrously,0,1,-1
monumental,1,0,1
monumentally,1,0,1
moody,0,1,-1
moot,0,1,-1
mope,0,1,-1
morality,1,0,1
morbid,0,1,-1
morbidly,0,1,-1
mordant,0,1,-1
mordantly,0,1,-1
moribund,0,1,-1
moron,0,1,-1
moronic,0,1,-1
morons,0,1,-1
mortification,0,1,-1
mortified,0,1,-1
mortify,0,1,-1
mortifying,0,1,-1
motionless,0,1,-1
motivated,1,0,1
motley,0,1,-1
mourn,0,1,-1
mourner,0,1,-1
mournful,0,1,-1
mournfully,0,1,-1
muddle,0,1,-1
muddy,0,1,-1
mudslinger,0,1,-1
mudslinging,0,1,-1
mulish,0,1,-1
multi-polarization,0,1,-1
multi-purpose,1,0,1
mundane,0,1,-1
murder,0,1,-1
murderer,0,1,-1
murderous,0,1,-1
murderously,0,1,-1
murky,0,1,-1
muscle-flexing,0,1,-1
mushy,0,1,-1
musty,0,1,-1
mysterious,0,1,-1
mysteriously,0,1,-1
mystery,0,1,-1
mystify,0,1,-1
myth,0,1,-1
nag,0,1,-1
nagging,0,1,-1
naive,0,1,-1
naively,0,1,-1
narrower,0,1,-1
nastily,0,1,-1
nastiness,0,1,-1
nasty,0,1,-1
naughty,0,1,-1
nauseate,0,1,-1
nauseates,0,1,-1
nauseating,0,1,-1
nauseatingly,0,1,-1
navigable,1,0,1
naÔve,0,1,-1
neat,1,0,1
neatest,1,0,1
neatly,1,0,1
nebulous,0,1,-1
nebulously,0,1,-1
needless,0,1,-1
needlessly,0,1,-1
needy,0,1,-1
nefarious,0,1,-1
nefariously,0,1,-1
negate,0,1,-1
negation,0,1,-1
negative,0,1,-1
negatives,0,1,-1
negativity,0,1,-1
neglect,0,1,-1
neglected,0,1,-1
negligence,0,1,-1
negligent,0,1,-1
nemesis,0,1,-1
nepotism,0,1,-1
nervous,0,1,-1
nervously,0,1,-1
nervousness,0,1,-1
nettle,0,1,-1
nettlesome,0,1,-1
neurotic,0,1,-1
neurotically,0,1,-1
nice,1,0,1
nicely,1,0,1
nicer,1,0,1
nicest,1,0,1
nifty,1,0,1
niggle,0,1,-1
niggles,0,1,-1
nightmare,0,1,-1
nightmarish,0,1,-1
nightmarishly,0,1,-1
nimble,1,0,1
nitpick,0,1,-1
nitpicking,0,1,-1
noble,1,0,1
nobly,1,0,1
noise,0,1,-1
noiseless,1,0,1
noises,0,1,-1
noisier,0,1,-1
noisy,0,1,-1
non-confidence,0,1,-1
non-violence,1,0,1
non-violent,1,0,1
nonexistent,0,1,-1
nonresponsive,0,1,-1
nonsense,0,1,-1
nosey,0,1,-1
notably,1,0,1
noteworthy,1,0,1
notoriety,0,1,-1
notorious,0,1,-1
notoriously,0,1,-1
nourish,1,0,1
nourishing,1,0,1
nourishment,1,0,1
novelty,1,0,1
noxious,0,1,-1
nuisance,0,1,-1
numb,0,1,-1
nurturing,1,0,1
oasis,1,0,1
obese,0,1,-1
object,0,1,-1
objection,0,1,-1
objectionable,0,1,-1
objections,0,1,-1
oblique,0,1,-1
obliterate,0,1,-1
obliterated,0,1,-1
oblivious,0,1,-1
obnoxious,0,1,-1
obnoxiously,0,1,-1
obscene,0,1,-1
obscenely,0,1,-1
obscenity,0,1,-1
obscure,0,1,-1
obscured,0,1,-1
obscures,0,1,-1
obscurity,0,1,-1
obsess,0,1,-1
obsession,1,0,1
obsessions,1,0,1
obsessive,0,1,-1
obsessively,0,1,-1
obsessiveness,0,1,-1
obsolete,0,1,-1
obstacle,0,1,-1
obstinate,0,1,-1
obstinately,0,1,-1
obstruct,0,1,-1
obstructed,0,1,-1
obstructing,0,1,-1
obstruction,0,1,-1
obstructs,0,1,-1
obtainable,1,0,1
obtrusive,0,1,-1
obtuse,0,1,-1
occlude,0,1,-1
occluded,0,1,-1
occludes,0,1,-1
occluding,0,1,-1
odd,0,1,-1
odder,0,1,-1
oddest,0,1,-1
oddities,0,1,-1
oddity,0,1,-1
oddly,0,1,-1
odor,0,1,-1
offence,0,1,-1
offend,0,1,-1
offender,0,1,-1
offending,0,1,-1
offenses,0,1,-1
offensive,0,1,-1
offensively,0,1,-1
offensiveness,0,1,-1
officious,0,1,-1
ominous,0,1,-1
ominously,0,1,-1
omission,0,1,-1
omit,0,1,-1
one-sided,0,1,-1
onerous,0,1,-1
onerously,0,1,-1
onslaught,0,1,-1
openly,1,0,1
openness,1,0,1
opinionated,0,1,-1
opponent,0,1,-1
opportunistic,0,1,-1
oppose,0,1,-1
opposition,0,1,-1
oppositions,0,1,-1
oppress,0,1,-1
oppression,0,1,-1
oppressive,0,1,-1
oppressively,0,1,-1
oppressiveness,0,1,-1
oppressors,0,1,-1
optimal,1,0,1
optimism,1,0,1
optimistic,1,0,1
opulent,1,0,1
ordeal,0,1,-1
orderly,1,0,1
originality,1,0,1
orphan,0,1,-1
ostracize,0,1,-1
outbreak,0,1,-1
outburst,0,1,-1
outbursts,0,1,-1
outcast,0,1,-1
outcry,0,1,-1
outdo,1,0,1
outdone,1,0,1
outlaw,0,1,-1
outmoded,0,1,-1
outperform,1,0,1
outperformed,1,0,1
outperforming,1,0,1
outperforms,1,0,1
outrage,0,1,-1
outraged,0,1,-1
outrageous,0,1,-1
outrageously,0,1,-1
outrageousness,0,1,-1
outrages,0,1,-1
outshine,1,0,1
outshone,1,0,1
outsider,0,1,-1
outsmart,1,0,1
outstanding,1,0,1
outstandingly,1,0,1
outstrip,1,0,1
outwit,1,0,1
ovation,1,0,1
over-acted,0,1,-1
over-awe,0,1,-1
over-balanced,0,1,-1
over-hyped,0,1,-1
over-priced,0,1,-1
over-valuation,0,1,-1
overact,0,1,-1
overacted,0,1,-1
overawe,0,1,-1
overbalance,0,1,-1
overbalanced,0,1,-1
overbearing,0,1,-1
overbearingly,0,1,-1
overblown,0,1,-1
overdo,0,1,-1
overdone,0,1,-1
overdue,0,1,-1
overemphasize,0,1,-1
overheat,0,1,-1
overjoyed,1,0,1
overkill,0,1,-1
overloaded,0,1,-1
overlook,0,1,-1
overpaid,0,1,-1
overpayed,0,1,-1
overplay,0,1,-1
overpower,0,1,-1
overpriced,0,1,-1
overrated,0,1,-1
overreach,0,1,-1
overrun,0,1,-1
overshadow,0,1,-1
oversight,0,1,-1
oversights,0,1,-1
oversimplification,0,1,-1
oversimplified,0,1,-1
oversimplify,0,1,-1
oversize,0,1,-1
overstate,0,1,-1
overstated,0,1,-1
overstatement,0,1,-1
overstatements,0,1,-1
overstates,0,1,-1
overtake,1,0,1
overtaken,1,0,1
overtakes,1,0,1
overtaking,1,0,1
overtaxed,0,1,-1
overthrow,0,1,-1
overthrows,0,1,-1
overtook,1,0,1
overture,1,0,1
overturn,0,1,-1
overweight,0,1,-1
overwhelm,0,1,-1
overwhelmed,0,1,-1
overwhelming,0,1,-1
overwhelmingly,0,1,-1
overwhelms,0,1,-1
overzealous,0,1,-1
overzealously,0,1,-1
overzelous,0,1,-1
pain,0,1,-1
pain-free,1,0,1
painful,0,1,-1
painfull,0,1,-1
painfully,0,1,-1
painless,1,0,1
painlessly,1,0,1
pains,0,1,-1
palatial,1,0,1
pale,0,1,-1
pales,0,1,-1
paltry,0,1,-1
pamper,1,0,1
pampered,1,0,1
pamperedly,1,0,1
pamperedness,1,0,1
pampers,1,0,1
pan,0,1,-1
pandemonium,0,1,-1
pander,0,1,-1
pandering,0,1,-1
panders,0,1,-1
panic,0,1,-1
panick,0,1,-1
panicked,0,1,-1
panicking,0,1,-1
panicky,0,1,-1
panoramic,1,0,1
paradise,1,0,1
paradoxical,0,1,-1
paradoxically,0,1,-1
paralize,0,1,-1
paralyzed,0,1,-1
paramount,1,0,1
paranoia,0,1,-1
paranoid,0,1,-1
parasite,0,1,-1
pardon,1,0,1
pariah,0,1,-1
parody,0,1,-1
partiality,0,1,-1
partisan,0,1,-1
partisans,0,1,-1
passe,0,1,-1
passion,1,0,1
passionate,1,0,1
passionately,1,0,1
passive,0,1,-1
passiveness,0,1,-1
pathetic,0,1,-1
pathetically,0,1,-1
patience,1,0,1
patient,1,0,1
patiently,1,0,1
patriot,1,0,1
patriotic,1,0,1
patronize,0,1,-1
paucity,0,1,-1
pauper,0,1,-1
paupers,0,1,-1
payback,0,1,-1
peace,1,0,1
peaceable,1,0,1
peaceful,1,0,1
peacefully,1,0,1
peacekeepers,1,0,1
peach,1,0,1
peculiar,0,1,-1
peculiarly,0,1,-1
pedantic,0,1,-1
peeled,0,1,-1
peerless,1,0,1
peeve,0,1,-1
peeved,0,1,-1
peevish,0,1,-1
peevishly,0,1,-1
penalize,0,1,-1
penalty,0,1,-1
pep,1,0,1
pepped,1,0,1
pepping,1,0,1
peppy,1,0,1
peps,1,0,1
perfect,1,0,1
perfection,1,0,1
perfectly,1,0,1
perfidious,0,1,-1
perfidity,0,1,-1
perfunctory,0,1,-1
peril,0,1,-1
perilous,0,1,-1
perilously,0,1,-1
perish,0,1,-1
permissible,1,0,1
pernicious,0,1,-1
perplex,0,1,-1
perplexed,0,1,-1
perplexing,0,1,-1
perplexity,0,1,-1
persecute,0,1,-1
persecution,0,1,-1
perseverance,1,0,1
persevere,1,0,1
personages,1,0,1
personalized,1,0,1
pertinacious,0,1,-1
pertinaciously,0,1,-1
pertinacity,0,1,-1
perturb,0,1,-1
perturbed,0,1,-1
pervasive,0,1,-1
perverse,0,1,-1
perversely,0,1,-1
perversion,0,1,-1
perversity,0,1,-1
pervert,0,1,-1
perverted,0,1,-1
perverts,0,1,-1
pessimism,0,1,-1
pessimistic,0,1,-1
pessimistically,0,1,-1
pest,0,1,-1
pestilent,0,1,-1
petrified,0,1,-1
petrify,0,1,-1
pettifog,0,1,-1
petty,0,1,-1
phenomenal,1,0,1
phenomenally,1,0,1
phobia,0,1,-1
phobic,0,1,-1
phony,0,1,-1
picket,0,1,-1
picketed,0,1,-1
picketing,0,1,-1
pickets,0,1,-1
picky,0,1,-1
picturesque,1,0,1
piety,1,0,1
pig,0,1,-1
pigs,0,1,-1
pillage,0,1,-1
pillory,0,1,-1
pimple,0,1,-1
pinch,0,1,-1
pinnacle,1,0,1
pique,0,1,-1
pitiable,0,1,-1
pitiful,0,1,-1
pitifully,0,1,-1
pitiless,0,1,-1
pitilessly,0,1,-1
pittance,0,1,-1
pity,0,1,-1
plagiarize,0,1,-1
plague,0,1,-1
plasticky,0,1,-1
playful,1,0,1
playfully,1,0,1
plaything,0,1,-1
plea,0,1,-1
pleas,0,1,-1
pleasant,1,0,1
pleasantly,1,0,1
pleased,1,0,1
pleases,1,0,1
pleasing,1,0,1
pleasingly,1,0,1
pleasurable,1,0,1
pleasurably,1,0,1
pleasure,1,0,1
plebeian,0,1,-1
plentiful,1,0,1
plight,0,1,-1
plot,0,1,-1
plotters,0,1,-1
ploy,0,1,-1
plunder,0,1,-1
plunderer,0,1,-1
pluses,1,0,1
plush,1,0,1
plusses,1,0,1
poetic,1,0,1
poeticize,1,0,1
poignant,1,0,1
pointless,0,1,-1
pointlessly,0,1,-1
poise,1,0,1
poised,1,0,1
poison,0,1,-1
poisonous,0,1,-1
poisonously,0,1,-1
pokey,0,1,-1
poky,0,1,-1
polarisation,0,1,-1
polemize,0,1,-1
polished,1,0,1
polite,1,0,1
politeness,1,0,1
pollute,0,1,-1
polluter,0,1,-1
polluters,0,1,-1
polution,0,1,-1
pompous,0,1,-1
poor,0,1,-1
poorer,0,1,-1
poorest,0,1,-1
poorly,0,1,-1
popular,1,0,1
portable,1,0,1
posh,1,0,1
positive,1,0,1
positively,1,0,1
positives,1,0,1
posturing,0,1,-1
pout,0,1,-1
poverty,0,1,-1
powerful,1,0,1
powerfully,1,0,1
powerless,0,1,-1
praise,1,0,1
praiseworthy,1,0,1
praising,1,0,1
prate,0,1,-1
pratfall,0,1,-1
prattle,0,1,-1
pre-eminent,1,0,1
precarious,0,1,-1
precariously,0,1,-1
precious,1,0,1
precipitate,0,1,-1
precipitous,0,1,-1
precise,1,0,1
precisely,1,0,1
predatory,0,1,-1
predicament,0,1,-1
preeminent,1,0,1
prefer,1,0,1
preferable,1,0,1
preferably,1,0,1
prefered,1,0,1
preferes,1,0,1
preferring,1,0,1
prefers,1,0,1
prejudge,0,1,-1
prejudice,0,1,-1
prejudices,0,1,-1
prejudicial,0,1,-1
premeditated,0,1,-1
premier,1,0,1
preoccupy,0,1,-1
preposterous,0,1,-1
preposterously,0,1,-1
prestige,1,0,1
prestigious,1,0,1
presumptuous,0,1,-1
presumptuously,0,1,-1
pretence,0,1,-1
pretend,0,1,-1
pretense,0,1,-1
pretentious,0,1,-1
pretentiously,0,1,-1
prettily,1,0,1
pretty,1,0,1
prevaricate,0,1,-1
priceless,1,0,1
pricey,0,1,-1
pricier,0,1,-1
prick,0,1,-1
prickle,0,1,-1
prickles,0,1,-1
pride,1,0,1
prideful,0,1,-1
prik,0,1,-1
primitive,0,1,-1
principled,1,0,1
prison,0,1,-1
prisoner,0,1,-1
privilege,1,0,1
privileged,1,0,1
prize,1,0,1
proactive,1,0,1
problem,0,1,-1
problem-free,1,0,1
problem-solver,1,0,1
problematic,0,1,-1
problems,0,1,-1
procrastinate,0,1,-1
procrastinates,0,1,-1
procrastination,0,1,-1
prodigious,1,0,1
prodigiously,1,0,1
prodigy,1,0,1
productive,1,0,1
productively,1,0,1
profane,0,1,-1
profanity,0,1,-1
proficient,1,0,1
proficiently,1,0,1
profound,1,0,1
profoundly,1,0,1
profuse,1,0,1
profusion,1,0,1
progress,1,0,1
progressive,1,0,1
prohibit,0,1,-1
prohibitive,0,1,-1
prohibitively,0,1,-1
prolific,1,0,1
prominence,1,0,1
prominent,1,0,1
promise,1,0,1
promised,1,0,1
promises,1,0,1
promising,1,0,1
promoter,1,0,1
prompt,1,0,1
promptly,1,0,1
propaganda,0,1,-1
propagandize,0,1,-1
proper,1,0,1
properly,1,0,1
propitious,1,0,1
propitiously,1,0,1
proprietary,0,1,-1
pros,1,0,1
prosecute,0,1,-1
prosper,1,0,1
prosperity,1,0,1
prosperous,1,0,1
prospros,1,0,1
protect,1,0,1
protection,1,0,1
protective,1,0,1
protest,0,1,-1
protested,0,1,-1
protesting,0,1,-1
protests,0,1,-1
protracted,0,1,-1
proud,1,0,1
proven,1,0,1
proves,1,0,1
providence,1,0,1
proving,1,0,1
provocation,0,1,-1
provocative,0,1,-1
provoke,0,1,-1
prowess,1,0,1
prudence,1,0,1
prudent,1,0,1
prudently,1,0,1
pry,0,1,-1
pugnacious,0,1,-1
pugnaciously,0,1,-1
pugnacity,0,1,-1
punch,0,1,-1
punctual,1,0,1
punish,0,1,-1
punishable,0,1,-1
punitive,0,1,-1
punk,0,1,-1
puny,0,1,-1
puppet,0,1,-1
puppets,0,1,-1
pure,1,0,1
purify,1,0,1
purposeful,1,0,1
puzzled,0,1,-1
puzzlement,0,1,-1
puzzling,0,1,-1
quack,0,1,-1
quaint,1,0,1
qualified,1,0,1
qualify,1,0,1
qualm,0,1,-1
qualms,0,1,-1
quandary,0,1,-1
quarrel,0,1,-1
quarrellous,0,1,-1
quarrellously,0,1,-1
quarrels,0,1,-1
quarrelsome,0,1,-1
quash,0,1,-1
queer,0,1,-1
questionable,0,1,-1
quibble,0,1,-1
quibbles,0,1,-1
quicker,1,0,1
quiet,1,0,1
quieter,1,0,1
quitter,0,1,-1
rabid,0,1,-1
racism,0,1,-1
racist,0,1,-1
racists,0,1,-1
racy,0,1,-1
radiance,1,0,1
radiant,1,0,1
radical,0,1,-1
radicalization,0,1,-1
radically,0,1,-1
radicals,0,1,-1
rage,0,1,-1
ragged,0,1,-1
raging,0,1,-1
rail,0,1,-1
raked,0,1,-1
rampage,0,1,-1
rampant,0,1,-1
ramshackle,0,1,-1
rancor,0,1,-1
randomly,0,1,-1
rankle,0,1,-1
rant,0,1,-1
ranted,0,1,-1
ranting,0,1,-1
rantingly,0,1,-1
rants,0,1,-1
rape,0,1,-1
raped,0,1,-1
rapid,1,0,1
raping,0,1,-1
rapport,1,0,1
rapt,1,0,1
rapture,1,0,1
raptureous,1,0,1
raptureously,1,0,1
rapturous,1,0,1
rapturously,1,0,1
rascal,0,1,-1
rascals,0,1,-1
rash,0,1,-1
rational,1,0,1
rattle,0,1,-1
rattled,0,1,-1
rattles,0,1,-1
ravage,0,1,-1
raving,0,1,-1
razor-sharp,1,0,1
reachable,1,0,1
reactionary,0,1,-1
readable,1,0,1
readily,1,0,1
ready,1,0,1
reaffirm,1,0,1
reaffirmation,1,0,1
realistic,1,0,1
realizable,1,0,1
reasonable,1,0,1
reasonably,1,0,1
reasoned,1,0,1
reassurance,1,0,1
reassure,1,0,1
rebellious,0,1,-1
rebuff,0,1,-1
rebuke,0,1,-1
recalcitrant,0,1,-1
recant,0,1,-1
receptive,1,0,1
recession,0,1,-1
recessionary,0,1,-1
reckless,0,1,-1
recklessly,0,1,-1
recklessness,0,1,-1
reclaim,1,0,1
recoil,0,1,-1
recomend,1,0,1
recommend,1,0,1
recommendation,1,0,1
recommendations,1,0,1
recommended,1,0,1
reconcile,1,0,1
reconciliation,1,0,1
record-setting,1,0,1
recourses,0,1,-1
recover,1,0,1
recovery,1,0,1
rectification,1,0,1
rectify,1,0,1
rectifying,1,0,1
redeem,1,0,1
redeeming,1,0,1
redemption,1,0,1
redundancy,0,1,-1
redundant,0,1,-1
refine,1,0,1
refined,1,0,1
refinement,1,0,1
reform,1,0,1
reformed,1,0,1
reforming,1,0,1
reforms,1,0,1
refresh,1,0,1
refreshed,1,0,1
refreshing,1,0,1
refund,1,0,1
refunded,1,0,1
refusal,0,1,-1
refuse,0,1,-1
refused,0,1,-1
refuses,0,1,-1
refusing,0,1,-1
refutation,0,1,-1
refute,0,1,-1
refuted,0,1,-1
refutes,0,1,-1
refuting,0,1,-1
regal,1,0,1
regally,1,0,1
regard,1,0,1
regress,0,1,-1
regression,0,1,-1
regressive,0,1,-1
regret,0,1,-1
regreted,0,1,-1
regretful,0,1,-1
regretfully,0,1,-1
regrets,0,1,-1
regrettable,0,1,-1
regrettably,0,1,-1
regretted,0,1,-1
reject,0,1,-1
rejected,0,1,-1
rejecting,0,1,-1
rejection,0,1,-1
rejects,0,1,-1
rejoice,1,0,1
rejoicing,1,0,1
rejoicingly,1,0,1
rejuvenate,1,0,1
rejuvenated,1,0,1
rejuvenating,1,0,1
relapse,0,1,-1
relaxed,1,0,1
relent,1,0,1
relentless,0,1,-1
relentlessly,0,1,-1
relentlessness,0,1,-1
reliable,1,0,1
reliably,1,0,1
relief,1,0,1
relish,1,0,1
reluctance,0,1,-1
reluctant,0,1,-1
reluctantly,0,1,-1
remarkable,1,0,1
remarkably,1,0,1
remedy,1,0,1
remission,1,0,1
remorse,0,1,-1
remorseful,0,1,-1
remorsefully,0,1,-1
remorseless,0,1,-1
remorselessly,0,1,-1
remorselessness,0,1,-1
remunerate,1,0,1
renaissance,1,0,1
renewed,1,0,1
renounce,0,1,-1
renown,1,0,1
renowned,1,0,1
renunciation,0,1,-1
repel,0,1,-1
repetitive,0,1,-1
replaceable,1,0,1
reprehensible,0,1,-1
reprehensibly,0,1,-1
reprehension,0,1,-1
reprehensive,0,1,-1
repress,0,1,-1
repression,0,1,-1
repressive,0,1,-1
reprimand,0,1,-1
reproach,0,1,-1
reproachful,0,1,-1
reprove,0,1,-1
reprovingly,0,1,-1
repudiate,0,1,-1
repudiation,0,1,-1
repugn,0,1,-1
repugnance,0,1,-1
repugnant,0,1,-1
repugnantly,0,1,-1
repulse,0,1,-1
repulsed,0,1,-1
